buyNo,buyName,nationName,phone,regDateStr,detailLink,country_iso
2584,Asia Techbiz Sdn Bhd,Malaysia / Selangor,6010 454 1534,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2584,
2583,Corevate System Sendirian Berhad,Malaysia / Selangor,60 3 5022 9999,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2583,
2582,Infinitium,Malaysia / Selangor,603 7890 0058,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2582,
2581,Servnet Solutions Sdn Bhd,Malaysia / Selangor,60 16 2253328,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2581,
2580,Blue Fortress Sdn. Bhd.,Malaysia / Selangor,60 3 6150 4522,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2580,
2579,Penril Datability (M) Sdn Bhd,Malaysia / Kuala Lumpur,603 6201 2622,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2579,
2578,Westech Systems Pte Ltd,Singapore,65 6745 0368 ,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2578,
2549,Comtech Network Solutions,Singapore,65 3151 1801,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2549,
2548,Pantropic Online,Singapore,65 6411 0000,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2548,
2547,Amnet Technology Pte Ltd,Singapore,65 6741 9822,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2547,
2546,Eprom Data Systems Pte Ltd,Singapore,65 6339 9792,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2546,
2545,apixel it support,Singapore,65 6639 1839,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2545,
2544,i-Sprint Innovations Pte Ltd,Singapore,65 6244 3900,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2544,
2543,DT Asia Pte Ltd,Singapore,65 8799 9213,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2543,
2542,manage engine (Zoho Corporation Pte Ltd. Singapore),Singapore,65 6334 4486,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2542,
2541,hillstone networks,Singapore,65 6678 7660,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2541,
2540,Rune Information Security Corporation,Singapore,65 6887 2234,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2540,
2539,Providence Solutions Singapore,Singapore,65 9670 7089,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2539,
2538,Halodata International Pte Ltd,Singapore,65 6336 7537,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2538,
2537,Data Terminator Pte Ltd,Singapore,65 6463 9212,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2537,
2536,Netrust,Singapore,65 6212 1388,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2536,
2535,Stone Forest IT Pte Ltd,Singapore,65 6533 7600,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2535,
2534,IT Solution Pte. Ltd.,Singapore,65 6690 3275,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2534,
2533,Datum Technology PTE LTD,Singapore,65 6842 6966,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2533,
2532,HAN Technology Pte Ltd,Singapore,65 6741 5689,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2532,
2531,Meridian IT Solutions Pte. Ltd.,Singapore,65 6686 3307,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2531,
2530,SQLNet Pte Ltd,Singapore,65 66343698,2018.09.14,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2530,
2496,Optimisy,UAE / Dubai,971 50 1806000,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2496,AE
2495,TechVista Systems FZ-LLC,UAE / Dubai,971 4 369 3525,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2495,AE
2494,OTSI,India / Hyderabad,91 40 4425 1111,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2494,
2493,Intelligent Business Technologies (IBT),UAE / Dubai,971 4 5548666,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2493,AE
2492,Infas ME,UAE / Dubai,971 4 2973775,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2492,AE
2491,SquareOne Technologies,UAE / Dubai,971 4 4472100,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2491,AE
2490,Computer Network Systems,UAE / Dubai,971 4 238 4400,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2490,AE
2489,MAP (Al Mazroui & Partners L.L.C),UAE / Abu Dhabi,971 2 674 5151,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2489,
2488,Condo Protego,UAE / Dubai,971 4 3642686,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2488,AE
2487,Next IT & Systems,UAE / Abu Dhabi,971 58 154 6178,2018.08.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2487,
2463,Hexabts,UAE / Abu Dhabi,971 553353455,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2463,
2462,ixtel,UAE / Dubai,971 4 342 3366,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2462,AE
2461,Appsintegra,UAE / Dubai,971 45515643,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2461,AE
2460,insight UAE,UAE / Dubai,971 4 431 4658,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2460,AE
2459,Spusht Technologies LLC,UAE / Dubai,971 4 457 2302,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2459,AE
2458,Edgematics,UAE / Dubai,971 4 456 6824,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2458,AE
2457,Finesse,UAE / Dubai,971 436 87855,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2457,AE
2456,SYNTAX Diamond Information Systems LLC,UAE / Dubai,971 2 562 7803,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2456,AE
2455,SAMATechnology Electronics Trading LLC,UAE / Dubai,971 4 2765792,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2455,AE
2454,StorIT Distribution,UAE / Dubai,971 4 881 9690,2018.08.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2454,AE
2446,GULF CYBER,UAE / Dubai,971 2 644 5838,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2446,AE
2445,OMNIX INTERNATIONAL,UAE / Dubai,971 4 366 9555,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2445,AE
2444,COMMIT,UAE / Dubai,971 800 266648,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2444,AE
2443,Bahri & Mazroei Technical Systems Co,UAE / Dubai,971 4 269 9051 ,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2443,AE
2442,Atlas Telecom,UAE / Abu Dhabi,971 2 612 7500,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2442,
2441,Alpha Plus Security Systems,UAE / Dubai,971 4250 4448,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2441,AE
2440,MVP Tech G.T. LLC,UAE / Dubai,971 4 323 5651,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2440,AE
2439,Alpha Data LLC,UAE / Abu Dhabi,971 2 6333644,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2439,
2438,Veritec Information Systems (Veritec),UAE / Abu Dhabi,971 2 6728233,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2438,
2437,Dubai Technologies,UAE / Dubai,971 4 2224222,2018.08.02,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2437,AE
2427,TIS INTEGRATED SYSTEMS L.L.C.,UAE / Dubai,971 4 2946778,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2427,AE
2426,Intertec,UAE / Dubai,971 4 4479444,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2426,AE
2425,Euro Technology,UAE / Abu Dhabi,971 2 6417 222,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2425,
2424,TECPRO,UAE / Dubai,971 4 326 6881,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2424,AE
2423,ACT Technology Solutions Sdn Bhd,Singapore,60 3 3359 3284,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2423,
2422,Pacific Tech Pte Ltd,Singapore,65 6916 1800,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2422,
2421,C3S Pte Limited,Singapore,65 6455 8833,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2421,
2420,M.tech,Singapore,65 6516 0088,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2420,
2419,Optimisy,UAE / Dubai,971 50 1806000,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2419,AE
2417,Arowana Consulting Ltd,UAE / Dubai,971 436 42780,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2417,AE
2416,TechVista Systems FZ-LLC,UAE / Dubai,971 4 369 3525,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2416,AE
2415,CADD Emirates,UAE / Dubai,971 4 4471 400,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2415,AE
2414,NETWAY SOLUTIONS LLC,UAE / Dubai,971 4 2392505,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2414,AE
2413,Cloud Solutions,UAE / Dubai,971 4 254 0472,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2413,AE
2412,Information Technology Services (ITS),UAE / Dubai,971 4 3434123,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2412,AE
2411,Premier Star Technology LLC.,UAE / Dubai,971 4 427 7233,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2411,AE
2410,eMerge Technologies LLC,UAE / Dubai,971 43116585,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2410,AE
2409,KIRAN INTERNATIONAL COMPUTERS L.L.C,UAE / Dubai,971 4 3490139,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2409,AE
2408,Cynosure Solutions Fzc,UAE / Sharjah,971 6 5489686,2018.07.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2408,
2350,Smart touch - IT Advanced Solutions,UAE / Dubai,971 244 595 99,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2350,AE
2349,UDK solution LLC.,UAE / Dubai,971 4 242 1375,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2349,AE
2348,SECURE TRACK Information Technology LLC,UAE / Dubai,971 4 554 6948,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2348,AE
2347,Hala Electronics Est.,UAE / Dubai,971 4 2618995,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2347,AE
2346,Smart Vision For Information Systems,UAE / Dubai,971 4 339 9664,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2346,AE
2345,Prologix Comserve JLT(Craneworks),UAE / Dubai,971 4 383 2999,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2345,AE
2344,IT SEC,UAE / Dubai,971 4 242 3608,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2344,AE
2343,CODEGREEN SYSTEMS LLC,UAE / Dubai,971 4 3434 068,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2343,AE
2342,OSI Infotech,UAE / Dubai,971 4 244 7228,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2342,AE
2341,Beta Information Technology,UAE / Dubai,971 4 706 1111,2018.07.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2341,AE
2325,Data Capture Systems Co. LLC,UAE / Dubai,971 4 2946086,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2325,AE
2324,Key Information Technology LLc,UAE / Dubai,971 4 3989999,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2324,AE
2322,Precedence Technologies L.L.C. - Dubai,UAE / Dubai,971 4 2616567,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2322,AE
2321,Cognizance Technology LLC,UAE / Dubai,971 4 2286727,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2321,AE
2320,ABSONS IT,UAE / Abu Dhabi,971 2 441 0590,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2320,
2318,Blue Data,UAE / Dubai,971 4 393 1002,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2318,AE
2315,Oxygen Middle East,UAE / Dubai,971 4 454 7154,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2315,AE
2313,Security Triggers,UAE / Dubai,971 4 3208754,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2313,AE
2312,First BIT,UAE / Dubai,971 4 4396924,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2312,AE
2311,DTS Solution,UAE / Dubai,971 43383365,2018.07.05,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2311,AE
2071,Mart Networks Tanzania Limited,탄자니아,255 784 444490,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2071,
2070,Bynet Data Communications Ltd,이스라엘,972 3 7207022,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2070,IL
2069,Fast Telecom,아랍에미리트,971 4 2997881,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2069,
2068,AGM BUSINESS LTDA,콜롬비아,571 3350666,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2068,CO
2067,SecureOne,말레이시아,603 79846086,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2067,MY
2066,Transition Systems Group(infinitedata),말레이시아,603 7956 8688  ,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2066,MY
2065,ACA Pacific Technology,싱가포르,65 6536 1728,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2065,SG
2064,GES Cambodian,캄보디아,023 880 680,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2064,KH
2063,Bao Tin Technology,베트남,028 3810 6288,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2063,VN
2062,ABM Distribution Vietnam,베트남,84 28 35171014,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2062,VN
2061,Nam Truong Son Hanoi,베트남,4 6281 8045,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2061,VN
2060,FPT,베트남,84 24 7300 7300,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2060,VN
2059,Thakral One,싱가포르,65 6536 9957,2017.12.13,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2059,SG
2054,An Phat,베트남,024 3563 7003,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2054,VN
2053,Tran Anh,베트남,1900 545 545,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2053,VN
2052,Q2 Technologies,인도네시아,62 21 8063 6020 ,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2052,ID
2051,Aditya Infotech,인도,91 120 4555666,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2051,IN
2050,Godrej Securities,인도,1800 108 1400,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2050,IN
2049,Zoom Technologies India,인도,91 40 2339 4150,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2049,IN
2048,SSED Ltd T/A Hunters Wholesalers,영국,01628 669124,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2048,GB
2047,ADI-GARDINER Limited,영국,01706 343 343,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2047,GB
2046,Norbain,영국,0118 912 5000,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2046,GB
2045,VINX Corp,일본,81 6 63488951,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2045,JP
2044,Hitachi Solutions & Hitachi Systems,일본,81 3 3258 1111,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2044,JP
2043,"IKON Office Solutions, Inc.",미국,1 408 725 9616,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2043,US
2042,Tyco International,미국,1 414 524 1200,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2042,US
2041,Redington (India) Ltd,인도,91 44 42243353,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2041,IN
2040,ZoneOne,싱가포르,-,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2040,SG
2039,M.Tech,싱가포르,65 6516 0088,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2039,SG
2037,"ADT Security Services, Inc.",미국,1 561 988 3600,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2037,US
2036,"MA Laboratories, Inc.",미국,1 408 941 0808,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2036,US
2035,Newegg Inc.,미국,1 626 271 9700,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2035,US
2034,"ScanSource, Inc",미국,1 864 2882432,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2034,US
2033,SYNNEX Corporation,미국,1 510 6563333,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2033,US
2032,"Arrow Electronics, Inc",미국,1 303 8244000,2017.12.12,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2032,US
1870,Tech Data Corporation,미국,1 727 5397429,2017.12.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=1870,US
1869,"Avnet, Inc",미국,1 480 6432000,2017.12.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=1869,US
1868,Ingram Micro Inc,미국,1 714 5661000,2017.12.09,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=1868,US
852,NEXURA,콜롬비아,57 2 524 0444,2016.12.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=852,CO
853,Microtec,베트남,84 4 3936 2428,2016.12.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=853,VN
854,Optimus Technology Solutions JSC,베트남,84 4 2246 9977,2016.12.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=854,VN
855,Vietnam Payment Solution Joint Stock Company (VNPAY),베트남,84 4 3776 4668,2016.12.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=855,VN
856,Vietnam Payment Technologies Joint Stock Company,베트남,84 4 3772 5376,2016.12.26,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=856,VN
